gene	mid	chrom	start	end
UBE2L6	1873235097.5	11	57319133	57335282
SERPING1	1873281548.5	11	57364989	57382328
MIR130A	1873316605	11	57408669	57408761
YPEL4	1873322879	11	57412559	57417419
CLP1	1873334875	11	57424628	57429342
ZDHHC5	1873359903.5	11	57435366	57468661
MED19	1873383319.5	11	57471184	57479675
TMX2	1873402152	11	57480077	57508447
C11orf31	1873417476.5	11	57509042	57510131
BTBD18	1873423011.5	11	57510988	57519255
CTNND1	1873465849.5	11	57529267	57586652
OR9Q1	1873778110.5	11	57791351	57949090
OR9I1	1873794334	11	57885970	57886918
OR1S2	1873879053.5	11	57970672	57971655
OR10W1	1873942888	11	58034262	58035734
OR5B2	1874098152	11	58189736	58190788
LPXN	1874227881.5	11	58294342	58345641
ZFP91	1874275439.5	11	58346582	58388517
CNTF	1874299562	11	58390144	58393200
GLYAT	1874395875.5	11	58476535	58499436
GLYATL2	1874514789.5	11	58601540	58612259
GLYATL1P2	1874561000	11	58645773	58660447
GLYATL1	1874625509	11	58710720	58724518
RP11-142C4.6	1874671514	11	58701114	58826134
FAM111B	1874792678.5	11	58874708	58894869
FAM111A	1874824256.5	11	58910219	58922514
DTX4	1874865902.5	11	58939963	58976062
RP11-1036E20.9	1874951817.5	11	59036347	59051508
OR5A2	1875097822.5	11	59189414	59190451
OR4D10	1875153247.5	11	59244844	59245871
OSBP	1875270634	11	59341869	59383619
PATL1	1875328211	11	59404187	59436455
AP000442.1	1875305500.5	11	59387885	59407336
STX3	1875454245.5	11	59522530	59570181
MRPL16	1875483866.5	11	59573606	59578347
GIF	1875512747.5	11	59596739	59612976
TCN1	1875535050.5	11	59620271	59634050
OOSP2	1875719522.5	11	59807746	59815519
MS4A3	1875739268.5	11	59824154	59838603
MS4A2	1875767680.5	11	59856135	59863446
AP001257.1	1875835617.5	11	59927158	59928297
MS4A6A	1875853223	11	59939968	59950698
MS4A4E	1875896935	11	59980560	59997530
MS4A4A	1875970142	11	60048057	60076447
MS4A6E	1876013262.5	11	60102302	60108443
MS4A7	1876062009.5	11	60145953	60162286
MS4A14	1876082451	11	60163959	60185163
MS4A5	1876114053.5	11	60197060	60215267
MS4A1	1876138666.5	11	60223318	60238235
MS4A12	1876175467	11	60260249	60274905
MS4A13	1876204430	11	60282884	60310196
LINC00301	1876326813	11	60383222	60454624
MS4A8	1876383055.5	11	60467045	60483286
MS4A15	1876442232.5	11	60524479	60544206
MS4A10	1876468689.5	11	60552819	60568780
CCDC86	1876521939	11	60609542	60618556
PTGDR2	1876528818.5	11	60618411	60623446
ZP1	1876546990.5	11	60635033	60643168
PRPF19	1876574021	11	60658200	60674062
TMEM109	1876594020.5	11	60681344	60690917
TMEM132A	1876606182	11	60691951	60704633
SLC15A3	1876619796.5	11	60704554	60719259
CD6	1876671390.5	11	60739150	60787851
CD5	1876790485.5	11	60869865	60895326
VPS37C	1876821298.5	11	60897726	60929091
PGA3	1876883601	11	60970850	60980572
PGA5	1876921607	11	61008512	61018922
VWCE	1876952219	11	61025760	61062898
DDB1	1876991770.5	11	61066921	61100840
DAK	1877016588	11	61100680	61116716
CYB561A3	1877030880.5	11	61116224	61129757
TMEM138	1877041117	11	61129471	61136983
TMEM216	1877070629.5	11	61159157	61166322
CPSF7	1877091642	11	61170119	61197385
SDHAF2	1877114163	11	61197543	61215003
PPP1R32	1877161387.5	11	61248590	61258405
SYT7	1877224803.5	11	61285527	61348300
RP11-855O10.2	1877273384	11	61355964	61375024
RPLP0P2	1877302604.5	11	61382506	61406923
DAGLA	1877389079	11	61447903	61514475
MYRF	1877445945.5	11	61520119	61555992
TMEM258	1877466148.5	11	61556433	61560084
FEN1	1877470302.5	11	61560107	61564718
FADS1	1877483756.5	11	61567097	61584636
FADS2	1877522919.5	11	61595231	61634828
FADS3	1877557892	11	61640996	61659008
RAB3IL1	1877582775	11	61664771	61684999
BEST1	1877633304.5	11	61717840	61732989
FTH1	1877641334.5	11	61731755	61735134
INCENP	1877813839	11	61891443	61920455
SCGB1D1	1877867239.5	11	61957686	61961013
SCGB2A1	1877886664	11	61976138	61981410
SCGB1D2	1877918871	11	62009680	62012282
SCGB2A2	1877947017.5	11	62037625	62040630
SCGB1D4	1877973035	11	62063752	62066538
ASRGL1	1878040791	11	62104918	62160884
SCGB1A1	1878096477	11	62186505	62190669
AHNAK	1878165552.5	11	62201016	62314309
EEF1G	1878242149	11	62327071	62341447
TUT1	1878258703	11	62342515	62359111
MTA2	1878272889	11	62360684	62369314
EML3	1878282853.5	11	62369688	62380239
ROM1	1878289292.5	11	62380211	62382594
B3GAT3	1878294097.5	11	62382766	62389649
GANAB	1878311082.5	11	62392296	62414089
RP11-831H9.11	1878332798	11	62417164	62432652
C11orf48	1878342556	11	62430318	62439014
METTL12	1878342070.5	11	62432779	62435582
UBXN1	1878353138.5	11	62443968	62446529
LRRN4CL	1878363512.5	11	62453872	62457373
BSCL2	1878375286.5	11	62457745	62477048
GNG3	1878383791.5	11	62475128	62476675
HNRNPUL2	1878395351.5	11	62480100	62494823
TTC9C	1878408949.5	11	62496009	62506110
ZBTB3	1878427937.5	11	62518433	62521662
POLR2G	1878439489	11	62529014	62534184
TAF6L	1878454684.5	11	62538773	62554816
TMEM179B	1878464278	11	62554897	62557879
TMEM223	1878466358	11	62557441	62559495
NXF1	1878474598.5	11	62559641	62573776
STX5	1878494854.5	11	62574367	62599562
WDR74	1878512722.5	11	62600382	62609283
SLC3A2	1878547847.5	11	62623581	62656334
SLC22A6	1878656141.5	11	62744072	62752431
SLC22A8	1878679693.5	11	62760294	62783313
SLC22A24	1878787442.5	11	62847410	62911695
SLC22A25	1878872076	11	62931246	62997126
SLC22A10	1878937471	11	62921970	63137192
SLC22A9	1879065413	11	63137278	63177768
HRASLS5	1879152627.5	11	63230807	63258668
LGALS12	1879186930.5	11	63273833	63284248
RARRES3	1879217003.5	11	63304291	63313936
HRASLS2	1879233438.5	11	63320240	63330857
PLA2G16	1879269144	11	63340665	63381843
ATL3	1879323211.5	11	63391557	63439086
RTN3	1879396046	11	63448953	63527359
C11orf95	1879439628.5	11	63527362	63536115
C11orf84	1879495915	11	63580858	63595192
MARK2	1879550335.5	11	63606398	63678493
RCOR2	1879589394.5	11	63678691	63684318
NAA40	1879623524	11	63706466	63724802
COX8A	1879650937	11	63742077	63744017
AP000721.4	1879656845	11	63742090	63755820
OTUB1	1879667776	11	63753883	63765889
MACROD1	1879757671.5	11	63766028	63933535
FLRT1	1879786542.5	11	63870658	63886647
STIP1	1879870691	11	63953585	63972017
FERMT3	1879890670	11	63974204	63991356
TRPT1	1879900389	11	63991270	63993728
NUDT22	1879903515	11	63993760	63997490
DNAJC4	1879907641.5	11	63997748	64001755
VEGFB	1879912024.5	11	64002008	64006261
FKBP2	1879918302	11	64009218	64011606
PPP1R14B	1879921074.5	11	64011954	64014415
PLCB3	1879935710.5	11	64019017	64036624
BAD	1879952596.5	11	64037300	64052113
GPR137	1879962233.5	11	64051809	64056878
KCNK4	1879971645	11	64060129	64067381
TEX40	1879977940.5	11	64067861	64072240
ESRRA	1879986847	11	64073697	64084217
TRMT112	1879992749.5	11	64084161	64085558
PRDX5	1879995311.5	11	64085558	64089285
CCDC88B	1880024240.5	11	64107693	64125008
RPS6KA4	1880041055	11	64126641	64139689
AP003774.4	1880125726	11	64216544	64219128
AP005273.1	1880178481.5	11	64268323	64272860
SLC22A11	1880239612.5	11	64323096	64340349
SLC22A12	1880271941	11	64358280	64369822
NRXN2	1880340044	11	64373646	64490662
RASGRP2	1880411545.5	11	64494381	64512930
PYGM	1880428705	11	64513859	64527771
SF1	1880446899.5	11	64532076	64545943
MAP4K2	1880471551	11	64556607	64570715
MEN1	1880482771	11	64570994	64578768
CDC42BPG	1880509340	11	64590857	64612043
EHD1	1880540542.5	11	64619112	64646193
ATG2A	1880581259	11	64662016	64684722
PPP2R5B	1880604934	11	64692141	64701947
GPHA2	1880610541.5	11	64701941	64703362
C11orf85	1880630533.5	11	64705927	64739360
BATF2	1880667856	11	64755413	64764519
ARL2	1880693510.5	11	64781583	64789658
SNX15	1880709352	11	64794878	64808046
SAC3D1	1880718227.5	11	64808374	64812301
NAALADL1	1880727048	11	64812293	64826023
CDCA5	1880756163.5	11	64844922	64851625
ZFPL1	1880761678.5	11	64851705	64855872
VPS51	1880779371.5	11	64863629	64879334
TM7SF2	1880789467	11	64879324	64883830
ZNHIT2	1880792412.5	11	64883873	64885172
FAU	1880796912.5	11	64888098	64889947
MRPL49	1880800211.5	11	64889798	64894845
SYVN1	1880806267.5	11	64894749	64902006
SPDYC	1880847060	11	64937623	64940717
CAPN1	1880872585.5	11	64949931	64979460
SLC22A20	1880903659.5	11	64981309	65010230
POLA2	1880955584.5	11	65029231	65066158
CDC42EP2	1880995181	11	65084689	65089893
DPF2	1881018862.5	11	65101223	65120722
TIGD3	1881031551	11	65122236	65125086
SLC25A45	1881054292.5	11	65142661	65150144
FRMD8	1881075423	11	65154068	65180998
MALAT1	1881177476.5	11	65265231	65273942
SCYL1	1881207251.5	11	65292546	65306177
LTBP3	1881223884	11	65306287	65325701
SSSCA1	1881246461	11	65337899	65339243
FAM89B	1881248721	11	65339997	65341665
EHBP1L1	1881259705	11	65343507	65360123
KCNK7	1881269786.5	11	65360324	65363469
MAP3K11	1881281359.5	11	65365224	65381715
PCNXL3	1881301967	11	65383242	65404912
SIPA1	1881320880.5	11	65407590	65418391
RELA	1881333706	11	65421065	65430567
KAT5	1881391179	11	65479503	65487075
RNASEH2C	1881394671	11	65485142	65488420
AP5B1	1881453708.5	11	65543362	65548275
OVOL1	1881467481.5	11	65554491	65564692
SNX32	1881519032	11	65601110	65621174
CFL1	1881532406	11	65622144	65626888
MUS81	1881538783	11	65627874	65633912
EFEMP2	1881545037.5	11	65633916	65640379
CTSW	1881557136	11	65647278	65651214
FIBP	1881561587	11	65651390	65656004
FOSL1	1881571734	11	65659689	65667999
C11orf68	1881593323.5	11	65684277	65686590
DRAP1	1881595770	11	65686726	65689034
SART1	1881646119.5	11	65729158	65747301
EIF1AD	1881674712	11	65764014	65769630
BANF1	1881678475	11	65769548	65771622
CST6	1881688034	11	65779310	65780978
CATSPER1	1881696995.5	11	65784221	65793990
GAL3ST3	1881720927	11	65809421	65816653
SF3B2	1881735984.5	11	65819805	65836384
PACS1	1881832961.5	11	65837923	66012220
KLC2	1881937937.5	11	66024763	66035332
RAB1B	1881948373.5	11	66036002	66044965
CNIH2	1881956566.5	11	66045668	66051685
YIF1A	1881962236	11	66052049	66056643
TMEM151A	1881969628	11	66059339	66064137
RIN1	1882009656.5	11	66099531	66104002
BRMS1	1882016587	11	66104802	66112592
B3GNT1	1882021893	11	66112841	66115165
RP11-867G23.8	1882031216	11	66115419	66131233
SLC29A2	1882042532	11	66129991	66139293
NPAS4	1882099216.5	11	66188473	66194180
MRPL11	1882112322.5	11	66202544	66206321
PELI3	1882147464	11	66234338	66244810
DPP3	1882170395	11	66247878	66277132
BBS1	1882197479	11	66278078	66301100
CTD-3074O7.11	1882196707	11	66276548	66301086
ZDHHC24	1882217819	11	66306147	66313711
CTSF	1882241390.5	11	66330932	66336069
CCS	1882274781	11	66360290	66373492
RBM14	1882297325.5	11	66384051	66394820
RBM4	1882318062	11	66406404	66413940
RBM4B	1882346734	11	66432467	66445221
SPTBN2	1882382464.5	11	66452717	66496432
C11orf80	1882469487	11	66512205	66610989
RCE1	1882520340	11	66610881	66614019
PC	1882578812	11	66615995	66725849
LRFN4	1882534349.5	11	66624971	66627948
C11orf86	1882651501.5	11	66742746	66744477
SYT12	1882704181.5	11	66774247	66818336
RHOD	1882739776.5	11	66824287	66839486
KDM2A	1882864248	11	66887156	67025560
ADRBK1	1882951844	11	67033879	67054029
ANKRD13D	1882971248	11	67056760	67069956
SSH3	1882983385	11	67070917	67080073
POLD4	1883027908	11	67119017	67121019
CLCF1	1883044313.5	11	67131637	67141210
RAD9A	1883070541.5	11	67159421	67165882
PPP1CA	1883075349	11	67165652	67169266
TBC1D10C	1883082374.5	11	67171410	67177559
CARNS1	1883096206.5	11	67183555	67193078
RPS6KB2	1883107312	11	67195970	67202874
PTPRCAP	1883112149.5	11	67202979	67205540
CORO1B	1883116281	11	67205517	67211265
CABP4	1883132561	11	67222816	67226526
TMEM134	1883142196.5	11	67231906	67236707
AIP	1883162433	11	67250510	67258576
PITPNM1	1883173931.5	11	67259238	67272845
CDK2AP2	1883182925	11	67273966	67276104
CABP2	1883196532.5	11	67286416	67290869
GSTP1	1883260488.5	11	67351064	67354133
C11orf72	1883280154	11	67370349	67374179
NDUFV1	1883285040	11	67374321	67379979
NUDT8	1883304291	11	67395408	67397394
TBX10	1883310792.5	11	67398772	67407033
ACY3	1883321968	11	67410024	67418132
ALDH3B2	1883343758	11	67429632	67442104
FAM86C2P	1883470087.5	11	67559253	67565142
RNU6-46P	1883571045	11	67663100	67663210
UNC93B1	1883672974	11	67758573	67771595
ALDH3B1	1883694284.5	11	67776046	67796743
NDUFS8	1883708992.5	11	67798092	67804113
TCIRG1	1883720312.5	11	67806481	67818364
CHKA	1883762388.5	11	67820324	67888673
SUV420H1	1883859496	11	67922328	67980884
C11orf24	1883942006.5	11	68028801	68039432
LRP5	1884056300	11	68080075	68216745
PPP6R3	1884213408.5	11	68228236	68382801
GAL	1884363183	11	68451941	68458645
MTL5	1884404860	11	68474906	68519034
CPT1A	1884473760.5	11	68522355	68609386
MRPL21	1884572906	11	68658742	68671290
IGHMBP2	1884597578.5	11	68671308	68708069
MRGPRD	1884655862.5	11	68747488	68748457
MRGPRF	1884684261.5	11	68771864	68780879
TPCN2	1884744068.5	11	68816363	68855994
RP11-554A11.8	1884834754	11	68914694	68939034
MYEOV	1884971078	11	69061620	69064756
CCND1	1885370438.5	11	69455853	69469244
ORAOV1	1885393113	11	69480329	69490117
FGF19	1885424095	11	69512998	69519412
FGF4	1885496874	11	69587795	69590173
FGF3	1885537282	11	69624990	69633794
RP11-626H12.1	1885754841.5	11	69831980	69861923
RP11-626H12.2	1885771954.5	11	69860962	69867167
RP11-626H12.3	1885814796.5	11	69902334	69911479
ANO1	1885887911	11	69924406	70035636
FADD	1885959272.5	11	70049267	70053498
PPFIA1	1886081546	11	70116804	70230508
CTTN	1886171556	11	70244645	70282687
SHANK2	1886494846	11	70315538	70858374
AP002387.1	1887033486	11	71116790	71134402
DHCR7	1887060360.5	11	71145458	71159483
NADSYN1	1887096398.5	11	71164153	71212864
KRTAP5-9	1887167949.5	11	71259464	71260655
AP000867.1	1887213611.5	11	71292954	71318489
ENPP7P8	1887335919.5	11	71422784	71433275
FAM86C1	1887413311	11	71498558	71512284
ZNF705E	1887436732.5	11	71525089	71532596
CTD-2313N18.8	1887478903.5	11	71567321	71574706
RP11-849H4.2	1887525390	11	71595357	71639643
RNF121	1887582084	11	71639745	71708643
IL18BP	1887619730.5	11	71710107	71713574
NUMA1	1887660711.5	11	71713908	71791735
LRTOMT	1887714493.5	11	71791380	71821827
LAMTOR1	1887719275.5	11	71808336	71814435
ANAPC15	1887730119.5	11	71820631	71823828
FOLR3	1887756742.5	11	71846769	71850936
FOLR1	1887812190	11	71901256	71907344
FOLR2	1887838288	11	71927805	71932991
INPPL1	1887850877	11	71935823	71950151
PHOX2A	1887860560.5	11	71950119	71955222
CLPB	1887982470.5	11	72003467	72145694
PDE2A	1888244231	11	72287183	72385499
ARAP1	1888337674	11	72396118	72463450
STARD10	1888393140.5	11	72465773	72504728
ATG16L2	1888440906.5	11	72525351	72540682
FCHSD2	1888609187.5	11	72549287	72853308
P2RY2	1888846260.5	11	72929342	72947399
P2RY6	1888904344.5	11	72983245	73009664
ARHGEF17	1888957625	11	73019332	73080138
RELT	1889005803	11	73087307	73108519
FAM168A	1889121018	11	73117026	73309230
PLEKHB1	1889273433.5	11	73357221	73373866
RAB6A	1889337322.5	11	73386681	73472184
MRPL48	1889444898.5	11	73498359	73575658
COA4	1889493762.5	11	73583710	73588035
PAAF1	1889521286.5	11	73588012	73638781
DNAJB13	1889579238	11	73661362	73681334
UCP2	1889597922	11	73685710	73694354
UCP3	1889623793	11	73711324	73720482
C2CD3	1889721661.5	11	73745477	73882066
PPME1	1889831836	11	73882142	73965750
P4HA3	1889908091	11	73977698	74022704
RP11-632K5.3	1889936968.5	11	74022405	74035752
PGM2L1	1889983330.5	11	74041361	74109520
RP11-702H23.4	1890031992	11	74108592	74139612
KCNE3	1890080169.5	11	74165884	74178675
POLD3	1890236728.5	11	74303573	74354104
CHRDL2	1890332737	11	74407472	74442222
RNF169	1890414575.5	11	74459911	74553460
XRRA1	1890513643.5	11	74551273	74660234
SPCS2	1890583074	11	74660290	74690078
NEU3	1890616851	11	74699177	74718745
OR2AT4	1890708168.5	11	74799756	74800801
SLCO2B1	1890797703	11	74862030	74917596
ARRB1	1890926877.5	11	74975224	75062751
RPS3	1891021543	11	75110572	75116734
KLHL35	1891045447	11	75133438	75141676
GDPD5	1891099206.5	11	75145683	75236950
SERPINH1	1891186511	11	75273413	75283829
MAP6	1891246954	11	75297961	75380167
MOGAT2	1891343652	11	75428862	75442662
CTD-2530H12.1	1891382486	11	75469498	75479694
DGAT2	1891404068	11	75479775	75512581
UVRAG	1891598115.5	11	75526210	75854241
WNT11	1891815362.5	11	75897367	75917578
PRKRIR	1891984383	11	76060998	76091988
RP11-111M22.2	1892013664.5	11	76092367	76119182
C11orf30	1892118916	11	76157981	76264071
RP11-672A2.5	1892248163.5	11	76339138	76341409
LRRC32	1892282696.5	11	76368567	76381046
RP11-672A2.3	1892308071	11	76386121	76414241
RP11-672A2.1	1892334936	11	76423438	76430654
ACER3	1892562769	11	76571915	76737843
B3GNT6	1892657130.5	11	76745383	76753098
CAPN5	1892715484.5	11	76777986	76837203
MYO7A	1892790686.5	11	76839308	76926285
GDPD4	1892870923	11	76927601	76998465
PAK1	1893017439	11	77033991	77185107
AQP11	1893218930	11	77300678	77321402
CLNS1A	1893245102.5	11	77325573	77348852
RSF1	1893359442	11	77371039	77532065
AAMDC	1893465676.5	11	77532173	77583400
INTS4	1893555635	11	77589764	77705726
KCTD14	1893638440.5	11	77726759	77734342
THRSP	1893685042	11	77774905	77779399
NDUFC2	1893693197.5	11	77779348	77791267
ALG8	1893739237	11	77811986	77850708
KCTD21	1893798971.5	11	77882293	77899870
USP35	1893820745	11	77899951	77925759
GAB2	1893935487.5	11	77926341	78128854
NARS2	1894124348	11	78147005	78285911
TENM4	1894665675.5	11	78363874	79151697
RP11-686G23.2	1896375946	11	80462241	80473871
RP11-179A16.1	1897760815.5	11	81590894	82114957
RP11-179A16.2	1898242513	11	82314783	82354463
FAM181B	1898351869.5	11	82443051	82444908
PRCP	1898481331	11	82535408	82611474
C11orf82	1898537125	11	82612767	82645703
RAB30	1898641431.5	11	82684173	82782910
PCF11	1898791151.5	11	82868028	82898495
ANKRD42	1898840672	11	82905549	82960015
CCDC90B	1898891684.5	11	82970137	82997452
RP11-727A23.10	1898973755	11	82997169	83134561
DLG2	1900161528	11	83168960	85338316
TMEM126B	1901251477.5	11	85339627	85347548
TMEM126A	1901271199.5	11	85359030	85367589
SYTL2	1901371635	11	85405316	85522174
CCDC83	1901506494	11	85566142	85631066
PICALM	1901632804	11	85669855	85779973
EED	1901880572	11	85955584	85989780
C11orf73	1901943007	11	86013263	86056971
CCDC81	1902017884	11	86085932	86134056
ME3	1902175805	11	86152150	86383680
CTD-2005H7.1	1902327527.5	11	86414139	86425136
PRSS23	1902424668.5	11	86511280	86522277
RP11-736K20.6	1902597221	11	86666659	86712003
TMEM135	1902799110.5	11	86749047	87033394
RP11-164N3.2	1903721018.5	11	87794940	87831317
RAB38	1903785412.5	11	87846408	87908637
CTSC	1903956747.5	11	88026758	88070957
GRM5	1904425170	11	88237742	88796818
TYR	1904877663.5	11	88910618	89028929
NOX4	1905049972.5	11	89059510	89224655
FOLH1B	1905310032	11	89372396	89431888
TRIM77	1905355143.5	11	89443465	89451042
RP11-313I2.11	1905395525.5	11	89487148	89488123
TRIM49	1905444173	11	89530821	89541745
TRIM64B	1905513707.5	11	89602448	89609187
TRIM49C	1905677623.5	11	89764272	89775195
NAALAD2	1905804769.5	11	89867695	89926064
CHORDC1	1905853320	11	89934326	89956534
DISC1FP1	1906317561	11	90222476	90596866
MIR1261	1906510219.5	11	90602287	90602372
FAT3	1908265330	11	92085260	92629620
SLC36A4	1908812125	11	92877339	92931131
CCDC67	1909025648.5	11	93063881	93171636
SMCO4	1909152046	11	93211636	93276676
KIAA1731	1909337053.5	11	93394803	93463524
TAF1D	1909379812	11	93468731	93475113
C11orf54	1909394226	11	93474755	93497917
MED17	1909440517	11	93517391	93547863
VSTM5	1909475437.5	11	93551396	93583699
HEPHL1	1909708612	11	93754525	93846919
PANX1	1909796506	11	93862092	93915140
FOLR4	1909947713	11	94038757	94040889
GPR83	1910030421	11	94110475	94134587
MRE11A	1910097874.5	11	94152893	94227076
LINC01171	1910163408	11	94245745	94265291
PIWIL4	1910235420.5	11	94300472	94354589
RP11-867G2.5	1910280491.5	11	94371202	94374001
RP11-867G2.6	1910287823.5	11	94375071	94384796
RP11-867G2.8	1910283855.5	11	94278494	94473437
AMOTL1	1910463617.5	11	94501535	94609920
RP11-856F16.2	1910540841.5	11	94607215	94658688
CWC15	1910609174.5	11	94695791	94706778
KDM4D	1910627653.5	11	94706843	94732684
KDM4E	1910667481	11	94758420	94760762
SESN3	1910839422.5	11	94898702	94964363
RP11-644L4.1	1911340408.5	11	95431248	95433789
FAM76B	1911420420.5	11	95502104	95522957
CEP57	1911452631	11	95523623	95565859
MTMR2	1911519642.5	11	95566044	95657461
MAML2	1911800943	11	95709760	96076346
CCDC82	1912011390.5	11	96085931	96121070
JRKL	1912032832.5	11	96123156	96126729
RP11-360K13.1	1912430959.5	11	96461315	96584824
RP11-882G5.1	1913020205.5	11	97093642	97130989
CNTN5	1915468658	11	98891918	100229618
ARHGAP42	1916617921.5	11	100558405	100861658
TMEM133	1916771627	11	100862809	100864665
